"from","to","edge_type"
"SOX9","CREB3L3","tf_regulation"
"NFE2L2","AKR1A1","tf_regulation"
"HMGN3","SNORD55","tf_regulation"
"USF1","SARS2","tf_regulation"
"STAT6","PKNOX2","tf_regulation"
"STAT3","ZNF155","tf_regulation"
"FOXC2","HEY2","tf_regulation"
"MITF","MGC16025","tf_regulation"
"BACH1","DNAJC7","tf_regulation"
"E2F7","SCARNA11","tf_regulation"
"TBP","PRKCE","tf_regulation"
"FOXI1","HOXB3","tf_regulation"
"REST","OPRD1","tf_regulation"
"MYC","VMP1","tf_regulation"
"NFIC","CWC15","tf_regulation"
"MAZ","RPRD2","tf_regulation"
"ATF7","ADK","tf_regulation"
"LMX1B","CDV3","tf_regulation"
"CREB1","MRGBP","tf_regulation"
"MYC","MAN1A2","tf_regulation"
"POU5F1","OLIG2","tf_regulation"
"TBP","PSKH1","tf_regulation"
"KDM5B","ADAMTSL5","tf_regulation"
"PPARD","CCDC59","tf_regulation"
"SPI1","VPS52","tf_regulation"
"AR","SVIL","receptor_regulation"
"KLF4","ALYREF","tf_regulation"
"TP53","RIMS3","tf_regulation"
"JUND","CXXC1P1","tf_regulation"
"ERBB3","OXA1L","receptor_regulation"
"GABPA","SLC35A2","tf_regulation"
"HIF1A","CDH13","tf_regulation"
"AR","CCNI","receptor_regulation"
"E2F6","COL22A1","tf_regulation"
"MAFF","LINC00320","tf_regulation"
"GATA1","TMEM107","tf_regulation"
"NR2C2","MSANTD4","tf_regulation"
"KDM5B","AVPI1","tf_regulation"
"ETS2","MCOLN3","tf_regulation"
"CUX1","TNFSF15","tf_regulation"
"CEBPB","ATP1A1","tf_regulation"
"NKX2-1","ERN1","tf_regulation"
"GABPA","FKBP5","tf_regulation"
"SP1","LIMCH1","tf_regulation"
"ATF2","GNL1","tf_regulation"
"CEBPB","NOSTRIN","tf_regulation"
"KDM5B","UGP2","tf_regulation"
"TFDP2","NUFIP2","tf_regulation"
"TFAP2A","DDX58","tf_regulation"
"PITX1","SNX1","tf_regulation"
"MAFF","LGALS3BP","tf_regulation"
"STAT6","SPNS2","tf_regulation"
"SP1","CUTA","tf_regulation"
"STAT1","MIR141","tf_regulation"
"CREB1","PAFAH1B1","tf_regulation"
"STAT6","NDUFAF6","tf_regulation"
"RUNX3","APBB1","tf_regulation"
"SPI1","CHMP1B","tf_regulation"
"RELB","MYOF","tf_regulation"
"SOX17","LSM12","tf_regulation"
"MITF","RNF146","tf_regulation"
"EGR1","ELK1","tf_regulation"
"NANOG","DNAAF1","tf_regulation"
"MYC","HIST1H4F","tf_regulation"
"STAT5A","ERP44","tf_regulation"
"SOX10","TMX2-CTNND1","tf_regulation"
"MEIS1","NUP93","tf_regulation"
"ETV1","ZNF132","tf_regulation"
"MYBL2","MUC1","tf_regulation"
"FOXA2","MAN1A1","tf_regulation"
"SETDB1","PLCXD1","tf_regulation"
"MYC","SCRIB","tf_regulation"
"ELK1","MBLAC1","tf_regulation"
"ZBTB7A","SWI5","tf_regulation"
"NFYA","WDR92","tf_regulation"
"CUX1","TREX1","tf_regulation"
"ARID3A","PPRC1","tf_regulation"
"RFX5","F8","tf_regulation"
"ARID3A","TBX6","tf_regulation"
"E2F4","IL2RG","tf_regulation"
"ZEB1","SHISA6","tf_regulation"
"POU5F1","HELZ","tf_regulation"
"BHLHE40","HSD17B1","tf_regulation"
"NOTCH1","MATN1","receptor_regulation"
"ATF3","ACAD11","tf_regulation"
"ETS1","ACTB","tf_regulation"
"NFATC1","DEPDC5","tf_regulation"
"USF2","CRYZ","tf_regulation"
"JUND","MIR449A","tf_regulation"
"JUND","PARG","tf_regulation"
"MXI1","ARHGAP29","tf_regulation"
"TCF3","MIR579","tf_regulation"
"FOXA2","TSPAN6","tf_regulation"
"MAX","ADAMTS5","tf_regulation"
"NFATC3","XAB2","tf_regulation"
"EGR1","GGNBP2","tf_regulation"
"FGFR2","IL10RA","receptor_regulation"
"SREBF2","SMPD1","tf_regulation"
"CREB1","ENGASE","tf_regulation"
"NFIC","MIR4322","tf_regulation"
"MAZ","ACTN2","tf_regulation"
"SETDB1","HFE","tf_regulation"
"HSF1","LANCL2","tf_regulation"
"CTCF","SCFD1","tf_regulation"
"GATA1","PIK3CD","tf_regulation"
"STAT3","PHF23","tf_regulation"
"PPARG","CLDN15","tf_regulation"
"SRF","RSU1","tf_regulation"
"SPI1","RMI2","tf_regulation"
"TCF12","ZNF707","tf_regulation"
"SPI1","ECI2","tf_regulation"
"STAT5A","LRRC49","tf_regulation"
"NANOG","MGC12916","tf_regulation"
"RUNX1","TPST1","tf_regulation"
"MYC","CDC5L","tf_regulation"
"TP73","PTPN22","tf_regulation"
"GATA3","ZNF579","tf_regulation"
"MITF","ARHGAP35","tf_regulation"
"YBX1","CALM1","tf_regulation"
"NOTCH1","ATP6AP1","receptor_regulation"
"ZFX","SH3BGRL2","tf_regulation"
"EGR1","LOC728752","tf_regulation"
"SOX2","CRYAA","tf_regulation"
"ZBTB33","LOC100499484","tf_regulation"
"PPARA","PLCZ1","tf_regulation"
"ZBTB7A","SMG7-AS1","tf_regulation"
"JUN","CARD16","tf_regulation"
"FOXF1","ARL17B","tf_regulation"
"FOXJ1","LMO4","tf_regulation"
"EGR1","BAD","tf_regulation"
"TLX2","ZPLD1","tf_regulation"
"ZFX","WBP11","tf_regulation"
"KDM5B","CABP4","tf_regulation"
"ZNF217","NT5E","tf_regulation"
"JUN","BBS2","tf_regulation"
"MYC","PFN2","tf_regulation"
"SETDB1","PRRC2B","tf_regulation"
"CTCF","CD164L2","tf_regulation"
"LEF1","BCL11B","tf_regulation"
"ZBTB7A","ORAI3","tf_regulation"
"MYC","OSR1","tf_regulation"
"NFATC1","EPB41L2","tf_regulation"
"CTCF","CLEC4F","tf_regulation"
"GATA1","PLA2G2F","tf_regulation"
"ATF4","AUP1","tf_regulation"
"ETS1","BEGAIN","tf_regulation"
"ARID3A","RAPGEF6","tf_regulation"
"JUN","ZNF680","tf_regulation"
"MZF1","KRT18","tf_regulation"
"ZFPM2","PTGFRN","tf_regulation"
"NFYB","NIPBL","tf_regulation"
"WT1","TMEM179B","tf_regulation"
"ESR1","THADA","receptor_regulation"
"NR3C1","SLC38A11","tf_regulation"
"ZEB1","SCO2","tf_regulation"
"ARID3A","CEBPZ","tf_regulation"
"MAFA","PRTFDC1","tf_regulation"
"CREB1","RAB11FIP4","tf_regulation"
"PDX1","SLC35D2","tf_regulation"
"GATA4","GAS1","tf_regulation"
"POU2F2","CALML3","tf_regulation"
"HMGN3","HNRNPDL","tf_regulation"
"YY1","BLID","tf_regulation"
"HSF1","URI1","tf_regulation"
"JUN","TYW1","tf_regulation"
"E2F6","PPM1F","tf_regulation"
"KLF15","FZD3","tf_regulation"
"NRF1","UTP18","tf_regulation"
"SP1","SOCS7","tf_regulation"
"FOS","ZNF790","tf_regulation"
"MAX","FZD9","tf_regulation"
"IRF4","UBALD2","tf_regulation"
"USF1","SF3A2","tf_regulation"
"NFATC1","MYH9","tf_regulation"
"USF2","RAD9A","tf_regulation"
"NFKB1","MED29","tf_regulation"
"PPARG","TTC23L","tf_regulation"
"TBP","MIR3178","tf_regulation"
"MYBL2","ITGB5","tf_regulation"
"TAL1","TMEM161B","tf_regulation"
"JUN","GLIS3","tf_regulation"
"MEF2A","SULF1","tf_regulation"
"TCF12","TNFRSF13B","tf_regulation"
"ATF2","VEGFA","tf_regulation"
"FOXA2","LINC00324","tf_regulation"
"YBX1","PIK3C2A","tf_regulation"
"RARA","LRRN4CL","tf_regulation"
"VDR","RANBP2","receptor_regulation"
"GATA2","RAPGEF2","tf_regulation"
"PAX2","BMP5","tf_regulation"
"GATA3","PLP2","tf_regulation"
"SNAPC5","HERC2P4","tf_regulation"
"ESR2","FGR","receptor_regulation"
"RUNX3","RBM8A","tf_regulation"
"SOX2","CLTC","tf_regulation"
"POU5F1","ARRDC1","tf_regulation"
"MECOM","RFX3","tf_regulation"
"JUND","CALR3","tf_regulation"
"MYBL2","GPATCH4","tf_regulation"
"NFYA","FAM84A","tf_regulation"
"GCM1","CATSPER3","tf_regulation"
"TAL1","TMEM167A","tf_regulation"
"FOXA1","INO80B","tf_regulation"
"TFAP2C","KLHL23","tf_regulation"
"NANOG","SOX2","tf_regulation"
"POU5F1","YIF1A","tf_regulation"
"HNF1A","NPLOC4","tf_regulation"
"PPARA","RASA4","tf_regulation"
"HEY2","ACTA2","tf_regulation"
"RET","CEBPD","receptor_regulation"
"E2F1","NAT8L","tf_regulation"
"FOXO3","PAPD4","tf_regulation"
"NR3C1","ZNF628","tf_regulation"
"FOXC1","FABP5P3","tf_regulation"
"AR","VPS37B","receptor_regulation"
"JUN","MMP9","tf_regulation"
"RUNX3","TM2D3","tf_regulation"
"IRF2","STRA6","tf_regulation"
"MYCN","TTC34","tf_regulation"
"RFX5","TRAF3IP2","tf_regulation"
"NRF1","FOPNL","tf_regulation"
"MYOG","SREK1IP1","tf_regulation"
"PAX2","H1FX","tf_regulation"
"MET","MLPH","receptor_regulation"
"SPI1","MORC3","tf_regulation"
"REST","LUC7L2","tf_regulation"
"GATA2","CLDN14","tf_regulation"
"CTCF","NPAS3","tf_regulation"
"NFATC1","R3HCC1","tf_regulation"
"ATF2","TRIP10","tf_regulation"
"ETS2","SNORA84","tf_regulation"
"TBP","PSPC1","tf_regulation"
"FOXL1","RTL9","tf_regulation"
"YY1","FRY","tf_regulation"
"TCF3","RBFOX1","tf_regulation"
"MXI1","HADHA","tf_regulation"
"ADNP","CARF","tf_regulation"
"USF1","RHOBTB2","tf_regulation"
"KLF1","TIMM8A","tf_regulation"
"TET1","LY6H","tf_regulation"
"ETS2","PIGQ","tf_regulation"
"ETS1","RHEBL1","tf_regulation"
"ZNF143","PABPC1L","tf_regulation"
"FOXF2","EPHB3","tf_regulation"
"CTCF","C9orf50","tf_regulation"
"GATA1","NPC1","tf_regulation"
"ZEB1","RSL24D1","tf_regulation"
"TP53","IMMT","tf_regulation"
"YY1","ACSL6","tf_regulation"
"TCF12","DPH7","tf_regulation"
"SOX4","NACA","tf_regulation"
"AR","ERI3","receptor_regulation"
"IRF1","HIST1H1D","tf_regulation"
"ELK4","PSME4","tf_regulation"
"HNF4A","RBBP4","tf_regulation"
"E2F6","RHNO1","tf_regulation"
"JUND","RHOF","tf_regulation"
"PRDM14","TCP11L2","tf_regulation"
"KLF4","SOX9","tf_regulation"
"JUN","BARD1","tf_regulation"
"KIT","FH","receptor_regulation"
"FLT1","USP3","receptor_regulation"
"SIX5","ENTPD3-AS1","tf_regulation"
"NR1H3","MOV10","tf_regulation"
"POU1F1","IL27","tf_regulation"
"STAT1","RALGAPA1","tf_regulation"
"ELK1","MILR1","tf_regulation"
"HNF4A","EEA1","tf_regulation"
"FOXA1","RAB11FIP2","tf_regulation"
"MYBL2","CDK5RAP2","tf_regulation"
"NFIC","SNF8","tf_regulation"
"CTCF","NFX1","tf_regulation"
"FOS","DAPK3","tf_regulation"
"NRF1","SUV39H1","tf_regulation"
"ETS1","TOM1","tf_regulation"
"POU5F1","GNA14","tf_regulation"
"STAT6","SYN1","tf_regulation"
"NANOG","IRGM","tf_regulation"
"TCF12","MCMBP","tf_regulation"
"EGR1","TRMT10C","tf_regulation"
"MYOD1","NACC2","tf_regulation"
"TEAD4","ZC3H13","tf_regulation"
"SPI1","ZNF384","tf_regulation"
"POU5F1","LAMA4","tf_regulation"
"HNF1A","C5AR2","tf_regulation"
"ZBTB7A","NFYB","tf_regulation"
"FOS","CCR9","tf_regulation"
"CEBPA","KERA","tf_regulation"
"ETS2","HAUS1","tf_regulation"
"GATA1","SLC36A1","tf_regulation"
"ZBTB33","CYR61","tf_regulation"
"MYLK","DDB2","receptor_regulation"
"NFYA","HSPA1B","tf_regulation"
"TEAD4","SNAR-A4","tf_regulation"
"MAZ","DNAJB9","tf_regulation"
"HINFP","TREML2","tf_regulation"
"STAT2","EPSTI1","tf_regulation"
"POU3F2","MSS51","tf_regulation"
"FLI1","TGIF1","tf_regulation"
"ZFX","ZFP62","tf_regulation"
"FOXC1","PAK2","tf_regulation"
"HMGN3","RAD52","tf_regulation"
"STAT1","LRRC58","tf_regulation"
"TCF7L2","HADH","tf_regulation"
"MAX","NKX2-1","tf_regulation"
"WT1","HSD11B2","tf_regulation"
"REST","RNF114","tf_regulation"
"ATF2","ACVR1C","tf_regulation"
"SIX5","HSPH1","tf_regulation"
"CTCF","IRF1","tf_regulation"
"NFKB1","SLC35C2","tf_regulation"
"RBPJ","PPP1R9B","tf_regulation"
"TCF3","CCDC125","tf_regulation"
"YY1","MIR3618","tf_regulation"
"SPI1","IL7","tf_regulation"
"RBPJ","LRRC63","tf_regulation"
"JUN","SORL1","tf_regulation"
"NFYA","IGIP","tf_regulation"
"NR1H3","TAB1","tf_regulation"
"KDM5B","HNRNPM","tf_regulation"
"MYC","NPRL2","tf_regulation"
"MXI1","UQCC2","tf_regulation"
"NR3C1","CDC42EP4","tf_regulation"
"PRDM14","PKIG","tf_regulation"
"GATA1","PTCH1","tf_regulation"
"E2F4","RHOQ","tf_regulation"
"MYC","LNX2","tf_regulation"
"ETS1","PNP","tf_regulation"
"ETV4","TWIST1","tf_regulation"
"STAT5A","WDR83","tf_regulation"
"MAFG","MYH13","tf_regulation"
"GATA3","TMEM136","tf_regulation"
"NR2F1","ACBD7","tf_regulation"
"TBP","LMNA","tf_regulation"
"JUN","DCT","tf_regulation"
"MAZ","MIR17HG","tf_regulation"
"USF1","PRNP","tf_regulation"
"GATA1","PSMD14","tf_regulation"
"GBX2","ICAM3","tf_regulation"
"HMGN3","KIAA0753","tf_regulation"
"MYC","NAA50","tf_regulation"
"TP63","AFAP1","tf_regulation"
"KLF1","MIR23B","tf_regulation"
"BHLHE40","RINT1","tf_regulation"
"REPIN1","SEPT3","tf_regulation"
"HNF4A","OR6V1","tf_regulation"
"SP1","PLEKHA4","tf_regulation"
"INSM1","SLC35G6","tf_regulation"
"HMGN3","FOXJ1","tf_regulation"
"PGR","ELAVL4","receptor_regulation"
"FOXM1","ATAD2B","tf_regulation"
"HOXB4","SGK3","tf_regulation"
"TCF3","NPPC","tf_regulation"
"FLI1","GLYATL2","tf_regulation"
"EBF1","ZNF274","tf_regulation"
"CEBPD","LOC100506804","tf_regulation"
"CREB1","SCN2B","tf_regulation"
"PAX2","FLVCR2","tf_regulation"
"SREBF1","OXR1","tf_regulation"
"TCF4","HIPK3","tf_regulation"
"STAT3","SMC3","tf_regulation"
"BACH1","BCL3","tf_regulation"
"POU1F1","CERS2","tf_regulation"
"SRF","TRMT5","tf_regulation"
"TCF3","PNPO","tf_regulation"
"POU2F2","GZMK","tf_regulation"
"ETS1","MAP9","tf_regulation"
"MXI1","MCEE","tf_regulation"
"TP53","TTC19","tf_regulation"
"E2F4","NME1-NME2","tf_regulation"
"TBP","PPT2-EGFL8","tf_regulation"
"ZKSCAN1","DCTN5","tf_regulation"
"GATA1","TANC1","tf_regulation"
"NR3C1","IL1RL2","tf_regulation"
"MYC","SIM2","tf_regulation"
"ATF2","LY9","tf_regulation"
"TBX5","RNF214","tf_regulation"
"HIF1A","HOOK2","tf_regulation"
"ZNF143","ARHGEF16","tf_regulation"
"SP3","KCNQ4","tf_regulation"
"RUNX1","ICK","tf_regulation"
"USF1","RAMP1","tf_regulation"
"USF1","POLDIP3","tf_regulation"
"E2F4","EXOSC6","tf_regulation"
"ETV4","CEP290","tf_regulation"
"GATA2","SNORD124","tf_regulation"
"SP1","MIR548AD","tf_regulation"
"NR3C1","RPF2","tf_regulation"
"SPI1","EHD1","tf_regulation"
"CTCF","BEND6","tf_regulation"
"BCL6","MLKL","tf_regulation"
"ATF2","CHIC2","tf_regulation"
"AIRE","C1QTNF3","tf_regulation"
"ZNF354C","WDR45","tf_regulation"
"VSX1","SYNE2","tf_regulation"
"MITF","RAB3A","tf_regulation"
"NOTCH1","EDEM1","receptor_regulation"
"MXI1","GYPC","tf_regulation"
"THRB","STIM1","tf_regulation"
"PLAGL2","MATN4","tf_regulation"
"PITX2","PROK2","tf_regulation"
"GFI1B","SOCS1","tf_regulation"
"FOXM1","GRHL2","tf_regulation"
"PRDM14","TNF","tf_regulation"
"HNF4A","HP","tf_regulation"
"RUNX2","AADAT","tf_regulation"
"ZNF263","TFG","tf_regulation"
"PLAGL2","THSD7A","tf_regulation"
"CEBPD","TMEM192","tf_regulation"
"CEBPA","CCL8","tf_regulation"
"NRF1","GSTK1","tf_regulation"
"TCF4","SEMA6D","tf_regulation"
"MAZ","TRADD","tf_regulation"
"CREB1","SCAI","tf_regulation"
"ZNF143","CDC26","tf_regulation"
"JUND","PAM16","tf_regulation"
"VSX2","SSBP3","tf_regulation"
"SP3","SRR","tf_regulation"
"CBX2","PLA2G1B","tf_regulation"
"REST","ARRDC4","tf_regulation"
"SP1","IFNAR1","tf_regulation"
"USF1","POLR1C","tf_regulation"
"STAT3","FOXD4L1","tf_regulation"
"ALK","G2E3","receptor_regulation"
"KLF4","ZNF160","tf_regulation"
"SREBF1","PIAS4","tf_regulation"
"SMAD4","RBM47","tf_regulation"
"MXI1","DOCK7","tf_regulation"
"FOXP3","AP1B1","tf_regulation"
"GATA3","MIR4677","tf_regulation"
"ETS2","CRB1","tf_regulation"
"ATF2","EEF2","tf_regulation"
"TCF7L2","SLC39A6","tf_regulation"
"BHLHE40","SLC25A19","tf_regulation"
"FOXP2","DERL1","tf_regulation"
"GTF2B","NDUFA10","tf_regulation"
"MZF1","FOXA2","tf_regulation"
"MAFF","ST3GAL2","tf_regulation"
"STAT6","ORM1","tf_regulation"
"MAZ","FIZ1","tf_regulation"
"SP1","KDM3A","tf_regulation"
"RELA","WDR36","tf_regulation"
"NFIC","TMEM40","tf_regulation"
"STAT6","ALOX12","tf_regulation"
"THAP1","PARP6","tf_regulation"
"MXI1","CLGN","tf_regulation"
"STAT3","FARSA","tf_regulation"
"ESR1","GLRB","receptor_regulation"
"RUNX3","REST","tf_regulation"
"HNF4A","CCDC42","tf_regulation"
"HNF4A","IPO9","tf_regulation"
"HNF4G","PRM1","tf_regulation"
"MET","CYB561D1","receptor_regulation"
"GABPA","MAPRE1","tf_regulation"
"FOXP1","VPS33A","tf_regulation"
"REST","IDH3A","tf_regulation"
"LTBR","DEPTOR","receptor_regulation"
"GATA4","VPS51","tf_regulation"
"ELF1","ACBD5","tf_regulation"
"STAT1","ELAC1","tf_regulation"
"ATF2","WDR19","tf_regulation"
"EBF1","HTR6","tf_regulation"
"POU1F1","VKORC1L1","tf_regulation"
"ARID3A","ANKZF1","tf_regulation"
"NR3C1","PLSCR4","tf_regulation"
"ELF1","ZNF354A","tf_regulation"
"FOXF2","TFDP2","tf_regulation"
"ZNF217","CDK12","tf_regulation"
"GFI1B","CHRAC1","tf_regulation"
"FOXA1","SNX25","tf_regulation"
"MAFK","NRXN3","tf_regulation"
"GTF2B","HECTD2","tf_regulation"
"NR2F2","HCCS","tf_regulation"
"E2F1","EXOC4","tf_regulation"
"TEAD2","CELF2","tf_regulation"
"FOXA1","SLC30A6","tf_regulation"
"TFAP2C","MTFR2","tf_regulation"
"SOX2","DIP2A","tf_regulation"
"ZBTB7A","PROX1","tf_regulation"
"SRF","KIF21B","tf_regulation"
"HINFP","KIF7","tf_regulation"
"MAFK","MICALL1","tf_regulation"
"POU1F1","TPM1","tf_regulation"
"HOXA9","FUCA1","tf_regulation"
"MAX","HIST1H2AK","tf_regulation"
"POU3F2","TFPI","tf_regulation"
"AHR","NMD3","tf_regulation"
"FOXC1","OCM","tf_regulation"
"ATF3","DOCK11","tf_regulation"
"SIX5","TMEM115","tf_regulation"
"SP2","TPTEP1","tf_regulation"
"E2F1","MYC","tf_regulation"
"MET","PCSK9","receptor_regulation"
"STAT5A","MIR3912","tf_regulation"
"HMGA1","DLL3","tf_regulation"
"KDM5B","ERCC6L","tf_regulation"
"SOX9","CCDC92","tf_regulation"
"E2F6","MTM1","tf_regulation"
"STAT3","CHCHD10","tf_regulation"
"GATA2","BTBD3","tf_regulation"
"PRDM5","MOSPD2","tf_regulation"
"YY1","CUL7","tf_regulation"
"RREB1","MKLN1","tf_regulation"
"CREB1","FBXO32","tf_regulation"
"POU5F1","ADAMTS9","tf_regulation"
"CUX1","CELF4","tf_regulation"
"ATF3","KPNA4","tf_regulation"
"MYB","C16orf87","tf_regulation"
"MAFK","DEPTOR","tf_regulation"
"TCF12","ACOT11","tf_regulation"
"KLF9","UBAC2","tf_regulation"
"NFIC","PTAR1","tf_regulation"
"RXRA","PLA2G6","tf_regulation"
"SOX2","MAGEA12","tf_regulation"
"EGR2","HTR1D","tf_regulation"
"MAFA","CFH","tf_regulation"
"PPARD","WNT5B","tf_regulation"
"TBP","LOC100505622","tf_regulation"
"EBF1","GABARAP","tf_regulation"
"E2F4","MIR3143","tf_regulation"
"FOS","TRNP1","tf_regulation"
"RUNX2","PKHD1","tf_regulation"
"SP1","NHS","tf_regulation"
"ZBTB33","DUX4L5","tf_regulation"
"MAX","LRBA","tf_regulation"
"ETS2","ZBTB16","tf_regulation"
"REST","MYO1D","tf_regulation"
"SOX7","NCAPD2","tf_regulation"
"SP1","BRWD1","tf_regulation"
"VDR","CCDC77","receptor_regulation"
"EGR1","SH3BP2","tf_regulation"
"TCF3","LOC100130417","tf_regulation"
"PAX4","DAAM1","tf_regulation"
"CTCF","PPARD","tf_regulation"
"PRDM5","TAF11","tf_regulation"
"TRPV4","RUNDC3A","receptor_regulation"
"GATA2","FAAH2","tf_regulation"
"AR","PABPC1","receptor_regulation"
"TBP","GALNT12","tf_regulation"
"NFATC1","YTHDF2","tf_regulation"
"SOX2","PKHD1L1","tf_regulation"
"E2F6","LIG4","tf_regulation"
"E2F6","BAHCC1","tf_regulation"
"RELA","DMP1","tf_regulation"
"FOXA2","MIR373","tf_regulation"
"JUN","TFEB","tf_regulation"
"E2F4","UMODL1","tf_regulation"
"FOXM1","ANKRD13D","tf_regulation"
"TBP","KANSL1","tf_regulation"
"CTCF","C6orf203","tf_regulation"
"YY1","NOV","tf_regulation"
"NFIC","SERINC1","tf_regulation"
"ETS1","POLR3B","tf_regulation"
"POU2F2","EFCAB6","tf_regulation"
"JUN","MIA3","tf_regulation"
"MAFA","LAMC1","tf_regulation"
"SIX5","ILF3","tf_regulation"
"MAZ","NRCAM","tf_regulation"
"GTF2B","ZNF764","tf_regulation"
"TCF4","SEC62","tf_regulation"
"PRDM1","ZNF10","tf_regulation"
"GATA2","ZMAT1","tf_regulation"
"ETS1","CCDC66","tf_regulation"
"YBX1","ECM1","tf_regulation"
"LEF1","SLC22A13","tf_regulation"
"STAT3","EGR1","tf_regulation"
"FLI1","CAMK1D","tf_regulation"
"TP63","XDH","tf_regulation"
"STAT3","FAM131B","tf_regulation"
"YY1","SALL4","tf_regulation"
"CTCF","RTEL1-TNFRSF6B","tf_regulation"
"HSF1","TLE1","tf_regulation"
"MYBL2","MAML2","tf_regulation"
"BHLHE40","PRKACB","tf_regulation"
"SPI1","NOD2","tf_regulation"
"SOX4","ESRRG","tf_regulation"
"JUN","ADRA2C","tf_regulation"
"PAX3","TMPRSS11E","tf_regulation"
"MYC","SLC25A27","tf_regulation"
"MAX","GJD2","tf_regulation"
"MEF2A","RBMXL2","tf_regulation"
"MAFA","MIR657","tf_regulation"
"WT1","NPDC1","tf_regulation"
"CREM","XPO4","tf_regulation"
"KDM5B","SKI","tf_regulation"
"PAX5","TRAPPC10","tf_regulation"
"PPARD","DPY19L2P4","tf_regulation"
"ELF5","RAD50","tf_regulation"
"LEF1","ZNF81","tf_regulation"
"FOXO3","ROCK1","tf_regulation"
"USF1","KLF9","tf_regulation"
"MAZ","FZD9","tf_regulation"
"RFX5","BNIP1","tf_regulation"
"NR2C1","DDAH2","tf_regulation"
"CUX1","TRIP11","tf_regulation"
"DOT1L","NDC80","tf_regulation"
"TBP","IRGQ","tf_regulation"
"POU2F2","PPP1R16B","tf_regulation"
"NFE2L2","NOG","tf_regulation"
"ZBTB7A","DCP1A","tf_regulation"
"SOX9","GPR146","tf_regulation"
"CUX1","JADE2","tf_regulation"
"NFKB1","KRTCAP3","tf_regulation"
"ZNF384","FOXP3","tf_regulation"
"FOXC1","DCXR","tf_regulation"
"TEAD4","NOM1","tf_regulation"
"MAX","MARVELD3","tf_regulation"
"USF1","CHSY3","tf_regulation"
"TP63","MIA","tf_regulation"
"RFX5","WWTR1-AS1","tf_regulation"
"MYOD1","MON1B","tf_regulation"
"SRF","SERTAD1","tf_regulation"
"ELF1","GRM8","tf_regulation"
"SP4","ZNF620","tf_regulation"
"ETS2","NEDD4L","tf_regulation"
"NKX2-1","B3GAT3","tf_regulation"
"PDGFRB","SLTM","receptor_regulation"
"ETS1","TRIM27","tf_regulation"
"CREB1","ESCO2","tf_regulation"
"MAZ","PRDM13","tf_regulation"
"IRF3","FAM120AOS","tf_regulation"
"HMGA2","FOXN2","tf_regulation"
"EGR1","RPF2","tf_regulation"
"RXRA","RNF14","tf_regulation"
"RXRA","ANKS4B","tf_regulation"
"HNF4A","RALGAPA1","tf_regulation"
"PAX3","KCNE4","tf_regulation"
"CTCF","NUDT8","tf_regulation"
"SOX9","MEIS2","tf_regulation"
"HNF4A","NXPE1","tf_regulation"
"BACH1","KMT2C","tf_regulation"
"GATA6","DAB2","tf_regulation"
"IRF2","MMP1","tf_regulation"
"POU5F1","SLC39A13","tf_regulation"
"RFX5","KRT8","tf_regulation"
"EGR1","ZC3H18","tf_regulation"
"CTCF","NBPF4","tf_regulation"
"E2F6","GABRA2","tf_regulation"
"MAFK","GH1","tf_regulation"
"GLI1","BCL2","tf_regulation"
"SREBF1","TMBIM4","tf_regulation"
"RELB","MIRLET7I","tf_regulation"
"CEBPG","ACSL4","tf_regulation"
"EGR1","SEPT7P9","tf_regulation"
"E2F1","MECOM","tf_regulation"
"TCF4","SCAF4","tf_regulation"
"E2F6","BTBD11","tf_regulation"
"GATA1","NUP62","tf_regulation"
"CTCF","PLEKHF2","tf_regulation"
"NRL","CPLX2","tf_regulation"
"ATF3","TWIST1","tf_regulation"
"GATA2","ALDH1A1","tf_regulation"
"TBP","MIR4309","tf_regulation"
"STAT1","GBA","tf_regulation"
"FOXA1","RHOD","tf_regulation"
"SP1","CDC6","tf_regulation"
"E2F1","CNGB1","tf_regulation"
"HNF1B","LMF1","tf_regulation"
"FGFR3","IL37","receptor_regulation"
"USF2","RNFT2","tf_regulation"
"REST","GOLGA7B","tf_regulation"
"ATF4","CDX4","tf_regulation"
"E2F1","LUC7L3","tf_regulation"
"TET2","MRPL28","tf_regulation"
"TP63","KCNK7","tf_regulation"
"EBF1","VPS4B","tf_regulation"
"TBX5","FRAT2","tf_regulation"
"ZNF143","SLC26A5","tf_regulation"
"ZEB1","TFB2M","tf_regulation"
"IRF4","DNTTIP2","tf_regulation"
"ZNF263","ABCC8","tf_regulation"
"EN1","SYNC","tf_regulation"
"NFE2","FAM122A","tf_regulation"
"MEF2C","PDE4A","tf_regulation"
"LHX1","METTL4","tf_regulation"
"STAT4","FKBPL","tf_regulation"
"POU5F1","SLCO1C1","tf_regulation"
"ZBTB7A","ATP6V1C1","tf_regulation"
"AHR","PLCB2","tf_regulation"
"CEBPD","TMEM91","tf_regulation"
"SREBF2","KRTAP2-2","tf_regulation"
"SOX17","GJA1","tf_regulation"
"POU5F1","HPSE","tf_regulation"
"FOXA1","PRX","tf_regulation"
"RFX5","HYAL2","tf_regulation"
"PPARG","RTN3","tf_regulation"
"IRF3","THADA","tf_regulation"
"E2F6","TAX1BP3","tf_regulation"
"NFYA","DDIT3","tf_regulation"
"SPI1","KCNS3","tf_regulation"
"RUNX3","NRSN1","tf_regulation"
"STAT3","FAM66B","tf_regulation"
"ZKSCAN1","SLC25A45","tf_regulation"
